frame_idx,zone_id,count,density,delta_count,speed_mean,speed_std,flow_x,flow_y,flow_magnitude,accel_mean,flow_divergence,compression,spatial_entropy,zone_inflow,zone_outflow,count_sm,density_sm,delta_count_sm,speed_mean_sm,speed_std_sm,flow_x_sm,flow_y_sm,flow_magnitude_sm,accel_mean_sm,flow_divergence_sm,compression_sm,spatial_entropy_sm,zone_inflow_sm,zone_outflow_sm,vid_id,fps
0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Test005,10.0
0,1,2,0.0001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.901438774457844,0.6931471805579453,2,0,2.0,0.0001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.901438774457844,0.6931471805579453,2.0,0.0,Test005,10.0
0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Test005,10.0
0,3,4,0.0002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.362887656573605,1.3862943611158907,4,0,4.0,0.0002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.362887656573605,1.3862943611158907,4.0,0.0,Test005,10.0
0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Test005,10.0
0,5,3,0.00020833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.21604241478262,1.0986122886651097,3,0,3.0,0.00020833333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.21604241478262,1.0986122886651097,3.0,0.0,Test005,10.0
1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Test005,10.0
1,1,2,0.0001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.901438774457844,0.6931471805579453,0,0,2.0,0.0001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.901438774457844,0.6931471805579453,1.0,0.0,Test005,10.0
1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Test005,10.0
1,3,4,0.0002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.362887656573605,1.3862943611158907,0,0,4.0,0.0002777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.362887656573605,1.3862943611158907,2.0,0.0,Test005,10.0
